name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,intersection_id,poi_id,notes
,0,27195852,traffic_signals,,signal,,,,-122.8674637,45.5408991,,,
,1,1490066015,crossing,,,,,,-122.8672988,45.5409096,,,
,2,9326981416,,,,,,,-122.8676433,45.5414018,,,
,3,,,,,,,,-122.8676543,45.5413873,,,boundary node created by osm2gmns
,4,1216808089,,,,,,,-122.7927702,45.5225072,,,
,5,345929173,,,,,,,-122.7917846,45.5207427,,,
,6,492733717,,,,,,,-122.7913755,45.5197413,,,
,7,671928748,,,,,,,-122.8356139,45.530246,,,
,8,1499494075,,,,,,,-122.836752,45.5308261,,,
,9,,,,,,,,-122.798229,45.5158983,,,boundary node created by osm2gmns
,10,671928011,traffic_signals,,signal,,,,-122.799249,45.516288,,,
,11,9665261949,,,,,,,-122.7992814,45.5162999,,,
,12,1227173047,,,,,,,-122.8420817,45.5326849,,,
,13,1503612444,crossing,,,,,,-122.8420202,45.5327702,,,
,14,29096952,traffic_signals,,signal,,,,-122.8419544,45.5328639,,,
,15,1324449950,,,,,,,-122.841344,45.5338052,,,
,16,29897167,,,,,,,-122.8676401,45.5397051,,,
,17,,,,,,,,-122.8676543,45.5396966,,,boundary node created by osm2gmns
,18,38698911,,,,,,,-122.800185,45.5385646,,,
,19,38698913,,,,,,,-122.8002533,45.5389778,,,
,20,38698915,,,,,,,-122.8004885,45.5396154,,,
,21,38698916,,,,,,,-122.8009761,45.5402587,,,
,22,38698917,,,,,,,-122.8015426,45.5405767,,,
,23,1490057830,,,,,,,-122.8035439,45.5402571,,,
,24,27273312,motorway_junction,,,,,,-122.8475931,45.5341873,,,
,25,8358915152,crossing,,,,,,-122.842802,45.5319202,,,
,26,29096953,traffic_signals,,signal,,,,-122.8426291,45.5318606,,,
,27,38701568,,,,,,,-122.8295189,45.521453,,,
,28,1378045985,crossing,,,,,,-122.8295187,45.5215255,,,
,29,38701573,,,,,,,-122.8295177,45.5217995,,,
,30,1378046811,,,,,,,-122.8294758,45.522833,,,
,31,38704639,,,,,,,-122.7685925,45.5219731,,,
,32,38704643,turning_circle,,,,,,-122.7690488,45.5220563,,,
,33,38704727,,,,,,,-122.7718289,45.5187391,,,
,34,38704728,turning_circle,,,,,,-122.7718274,45.5183411,,,
,35,38704926,,,,,,,-122.8641899,45.5420512,,,
,36,38704928,,,,,,,-122.864156,45.5416591,,,
,37,454113727,traffic_signals,,signal,,,,-122.8244865,45.5365903,,,
,38,38708953,,,,,,,-122.8256955,45.5367985,,,
,39,38711211,,,,,,,-122.775421,45.5214151,,,
,40,38711213,turning_circle,,,,,,-122.7760159,45.521485,,,
,41,38713215,,,,,,,-122.775478,45.5209622,,,
,42,38713221,,,,,,,-122.7748401,45.5210225,,,
,43,38718673,,,,,,,-122.7649486,45.5320792,,,
,44,38718676,,,,,,,-122.7651168,45.5319314,,,
,45,38719742,,,,,,,-122.7707296,45.5187323,,,
,46,38719744,turning_circle,,,,,,-122.7707323,45.5183225,,,
,47,1227113697,,,,,,,-122.8346486,45.5592629,,,
,48,676428282,,,,,,,-122.8364615,45.5572517,,,
,49,676428278,,,,,,,-122.8367113,45.5565791,,,
,50,38722979,traffic_signals,,signal,,,,-122.8126107,45.5207539,,,
,51,249820494,,,,,,,-122.809364,45.5197514,,,
,52,38722258,,,,,,,-122.8439837,45.557294,,,
,53,38722259,,,,,,,-122.8441383,45.5571339,,,
,54,1157181411,,,,,,,-122.859646,45.5383404,,,
,55,1157181294,,,,,,,-122.8597285,45.5382325,,,
,56,38724189,,,,,,,-122.8601839,45.5376395,,,
,57,1157181437,,,,,,,-122.860311,45.5374702,,,
,58,1157181270,,,,,,,-122.8609402,45.5366269,,,
,59,38724193,,,,,,,-122.8611158,45.5363893,,,
,60,1157181483,,,,,,,-122.8614969,45.5358739,,,
,61,38724198,,,,,,,-122.8620986,45.5354469,,,
,62,38725295,,,,,,,-122.8559573,45.5424378,,,
,63,38725296,,,,,,,-122.8564016,45.5424365,,,
,64,38726651,,,,,,,-122.826615,45.5418219,,,
,65,38726654,turning_circle,,,,,,-122.8266589,45.5421457,,,
,66,38728220,traffic_signals,,signal,,,,-122.867488,45.5252786,,,
,67,,,,,,,,-122.8676543,45.525278,,,boundary node created by osm2gmns
,68,29774791,motorway_junction,,,,,,-122.8092889,45.5200215,,,
,69,9406879359,,,,,,,-122.8129976,45.5216305,,,
,70,38728839,,,,,,,-122.8661048,45.5210261,,,
,71,38728845,,,,,,,-122.8644028,45.5205263,,,
,72,1713495963,,,,,,,-122.86436,45.5204577,,,
,73,38728884,,,,,,,-122.8192561,45.5445449,,,
,74,38728898,,,,,,,-122.8198071,45.5434905,,,
,75,38728899,,,,,,,-122.8188458,45.543388,,,
,76,38730682,,,,,,,-122.8552129,45.5212765,,,
,77,38730687,,,,,,,-122.8556512,45.5213861,,,
,78,38731668,,,,,,,-122.8456989,45.5566854,,,
,79,1283627242,crossing,,,,,,-122.8454264,45.5570937,,,
,80,38731687,,,,,,,-122.8455868,45.5570843,,,
,81,38732270,,,,,,,-122.8653292,45.5416836,,,
,82,4939283941,,,,,,,-122.864891,45.5419847,,,
,83,38732271,,,,,,,-122.8647834,45.5420361,,,
,84,4939283940,,,,,,,-122.8643452,45.5420426,,,
,85,4939283961,,,,,,,-122.8637146,45.5430427,,,
,86,4939283960,,,,,,,-122.8641692,45.5435964,,,
,87,4939283953,,,,,,,-122.8643011,45.5436766,,,
,88,38732291,,,,,,,-122.8647804,45.5439718,,,
,89,38732293,,,,,,,-122.8651768,45.5441608,,,
,90,38732301,,,,,,,-122.8644216,45.5472612,,,
,91,38732303,turning_circle,,,,,,-122.8645108,45.5470182,,,
,92,38732657,,,,,,,-122.8089426,45.5179226,,,
,93,38732658,turning_circle,,,,,,-122.8093038,45.5182984,,,
,94,38732663,,,,,,,-122.8506893,45.5813251,,,
,95,2102308892,,,,,,,-122.8531765,45.5812355,,,
,96,2102308885,,,,,,,-122.854072,45.5810747,,,
,97,2102308878,,,,,,,-122.8540008,45.5800714,,,
,98,38732667,,,,,,,-122.8506632,45.5836386,,,
,99,6139172019,,,,,,,-122.8506634,45.582986,,,
,100,6134876477,,,,,,,-122.8506636,45.5822976,,,
,101,38732671,,,,,,,-122.8506759,45.5804566,,,
,102,38732953,,,,,,,-122.7738986,45.5187514,,,
,103,38732960,turning_circle,,,,,,-122.7740475,45.5192301,,,
,104,38732977,,,,,,,-122.7741794,45.5187524,,,
,105,38732985,turning_circle,,,,,,-122.7739856,45.5183058,,,
,106,38732995,,,,,,,-122.7729189,45.5187501,,,
,107,38732996,turning_circle,,,,,,-122.7729201,45.5183365,,,
,108,38733359,,,,,,,-122.8062016,45.5230865,,,
,109,4055568808,crossing,,,,,,-122.8062247,45.5229916,,,
,110,1496794997,,,,,,,-122.8066532,45.5227236,,,
,111,38733369,,,,,,,-122.8080675,45.5228248,,,
,112,1496795003,,,,,,,-122.8082947,45.5229322,,,
,113,1496795010,,,,,,,-122.8089177,45.523131,,,
,114,1496795012,,,,,,,-122.8092158,45.5231863,,,
,115,38733376,,,,,,,-122.8095794,45.5231652,,,
,116,38733383,,,,,,,-122.8107346,45.5232447,,,
,117,1496794985,,,,,,,-122.810119,45.5223085,,,
,118,1496794982,,,,,,,-122.8107109,45.5221839,,,
,119,38733923,turning_circle,,,,,,-122.8413972,45.5399994,,,
,120,38733925,,,,,,,-122.8413661,45.5396726,,,
,121,429406933,,,,,,,-122.7870598,45.5231269,,,
,122,38735095,,,,,,,-122.7882625,45.5231114,,,
,123,38735481,,,,,,,-122.8328616,45.5401966,,,
,124,2395901395,,,,,,,-122.833408,45.5403708,,,
,125,38735483,turning_circle,,,,,,-122.8334939,45.5404412,,,
,126,38737627,,,,,,,-122.8260078,45.5284879,,,
,127,7469291435,,,,,,,-122.8274941,45.528489,,,
,128,38737629,,,,,,,-122.8277422,45.5284909,,,
,129,38737851,,,,,,,-122.8054102,45.5303795,,,
,130,38737853,turning_circle,,,,,,-122.805026,45.530269,,,
,131,1227157887,,,,,,,-122.8641293,45.5444462,,,
,132,38738893,,,,,,,-122.8514176,45.5202137,,,
,133,38738894,,,,,,,-122.8509297,45.5203015,,,
,134,38739591,,,,,,,-122.8254573,45.5403354,,,
,135,38739592,turning_circle,,,,,,-122.8251584,45.5402309,,,
,136,38740776,,,,,,,-122.8306248,45.5554792,,,
,137,38740778,,,,,,,-122.8306337,45.5558915,,,
,138,38741098,,,,,,,-122.8119232,45.5325046,,,
,139,38741100,,,,,,,-122.8129246,45.5325015,,,
,140,38741101,,,,,,,-122.815724,45.532488,,,
,141,38741648,,,,,,,-122.8567256,45.5442798,,,
,142,4940054647,,,,,,,-122.8567324,45.5439499,,,
,143,38741649,,,,,,,-122.856575,45.5439273,,,
,144,4941358591,,,,,,,-122.8347991,45.5468779,,,
,145,38741705,,,,,,,-122.8355873,45.5468738,,,
,146,38741707,,,,,,,-122.8361452,45.5468724,,,
,147,38741709,,,,,,,-122.8368597,45.5468609,,,
,148,38741713,,,,,,,-122.8388221,45.54753,,,
,149,38741721,,,,,,,-122.8405048,45.549203,,,
,150,38741723,,,,,,,-122.8413692,45.5494894,,,
,151,38741729,,,,,,,-122.842214,45.5497738,,,
,152,9109578535,,,,,,,-122.8435568,45.5498721,,,
,153,38741731,,,,,,,-122.8440587,45.549774,,,
,154,38742146,,,,,,,-122.8634661,45.5213711,,,
,155,38742147,,,,,,,-122.8635404,45.5220838,,,
,156,38742148,,,,,,,-122.8634302,45.5227184,,,
,157,6693635341,,,,,,,-122.8638318,45.5630476,,,
,158,38742151,,,,,,,-122.8638197,45.5619054,,,
,159,38742153,,,,,,,-122.8638454,45.561126,,,
,160,38742156,turning_circle,,,,,,-122.8637608,45.5606636,,,
,161,38742161,,,,,,,-122.8632795,45.5198176,,,
,162,1713496009,,,,,,,-122.863331,45.5205664,,,
,163,38742163,,,,,,,-122.8633512,45.5206307,,,
,164,3735393286,,,,,,,-122.8629834,45.520943,,,
,165,38742172,,,,,,,-122.7942422,45.5199301,,,
,166,38742173,,,,,,,-122.7942404,45.520012,,,
,167,7284808396,,,,,,,-122.794244,45.5204295,,,
,168,8705344811,,,,,,,-122.7942514,45.5213686,,,
,169,7043000354,,,,,,,-122.7942582,45.5219623,,,
,170,1503461595,,,,,,,-122.7942682,45.5220922,,,
,171,38742222,,,,,,,-122.8439037,45.5603126,,,
,172,38742223,,,,,,,-122.8421622,45.5602568,,,
,173,38742225,,,,,,,-122.8402111,45.560239,,,
,174,38742235,,,,,,,-122.8374099,45.5595601,,,
,175,38742238,,,,,,,-122.8513946,45.5473213,,,
,176,38742239,,,,,,,-122.8514114,45.5489104,,,
,177,254670932,turning_circle,,,,,,-122.8514291,45.5494804,,,
,178,2073802956,,,,,,,-122.7938585,45.5440823,,,
,179,38742281,,,,,,,-122.7934976,45.5445113,,,
,180,852437064,,,,,,,-122.7930998,45.545289,,,
,181,8294419929,,,,,,,-122.792967,45.5455587,,,
,182,38742900,,,,,,,-122.8361622,45.5359558,,,
,183,38742901,turning_circle,,,,,,-122.8361865,45.536463,,,
,184,38743230,,,,,,,-122.8488447,45.5550666,,,
,185,38743232,,,,,,,-122.8491699,45.5544401,,,
,186,38743234,,,,,,,-122.8494913,45.5538159,,,
,187,38743242,,,,,,,-122.8480592,45.5525129,,,
,188,38743284,,,,,,,-122.8178728,45.5222156,,,
,189,38743288,,,,,,,-122.8205321,45.5228094,,,
,190,38743474,,,,,,,-122.8429753,45.5270731,,,
,191,38743476,turning_circle,,,,,,-122.8429533,45.5277591,,,
,192,38743479,,,,,,,-122.843284,45.5356848,,,
,193,38743480,turning_circle,,,,,,-122.8433382,45.5363206,,,
,194,38743579,,,,,,,-122.838637,45.550688,,,
,195,4943224376,,,,,,,-122.8385679,45.5500368,,,
,196,2463421027,,,,,,,-122.8383253,45.5497249,,,
,197,38743583,turning_circle,,,,,,-122.8382914,45.5497022,,,
,198,38743661,,,,,,,-122.7804132,45.5188335,,,
,199,38743662,,,,,,,-122.780499,45.5191402,,,
,200,38743688,,,,,,,-122.8436344,45.5371525,,,
,201,38743694,turning_circle,,,,,,-122.8451455,45.5372932,,,
,202,4231017462,,,,,,,-122.7695412,45.5240873,,,
,203,38743765,,,,,,,-122.7701895,45.5240874,,,
,204,38743771,,,,,,,-122.772047,45.5232736,,,
,205,373591601,,,,,,,-122.7722545,45.5232233,,,
,206,38743773,,,,,,,-122.7724365,45.5230915,,,
,207,38743806,turning_circle,,,,,,-122.8630487,45.5193959,,,
,208,38743807,,,,,,,-122.8648458,45.5194047,,,
,209,38743809,,,,,,,-122.8658121,45.5194028,,,
,210,3735392422,,,,,,,-122.8666751,45.5193242,,,
,211,38743813,,,,,,,-122.8667689,45.5176854,,,
,212,38744085,,,,,,,-122.796956,45.5319161,,,
,213,1839088634,,,,,,,-122.7968061,45.5319202,,,
,214,38744214,,,,,,,-122.8523137,45.5440015,,,
,215,38744218,,,,,,,-122.8514343,45.5435097,,,
,216,9356388407,,,,,,,-122.8511954,45.5429297,,,
,217,38744240,,,,,,,-122.8534799,45.5416939,,,
,218,38744244,turning_circle,,,,,,-122.8621621,45.5282934,,,
,219,38744246,,,,,,,-122.8628269,45.528258,,,
,220,38744248,turning_circle,,,,,,-122.8640652,45.5281508,,,
,221,38744539,turning_circle,,,,,,-122.8410218,45.5401117,,,
,222,38744677,,,,,,,-122.8420066,45.5407349,,,
,223,38744679,,,,,,,-122.842028,45.5400419,,,
,224,40424747,,,,,,,-122.8673549,45.6035556,,,
,225,,,,,,,,-122.8676543,45.6050649,,,boundary node created by osm2gmns
,226,,,,,,,,-122.8676543,45.6057918,,,boundary node created by osm2gmns
,227,38744742,,,,,,,-122.8674161,45.606445,,,
,228,38744877,,,,,,,-122.8363237,45.5401073,,,
,229,38744878,turning_circle,,,,,,-122.8362003,45.5410768,,,
,230,362799594,,,,,,,-122.8430786,45.5198208,,,
,231,3708574017,,,,,,,-122.8432407,45.5197968,,,
,232,3728147738,,,,,,,-122.8436316,45.519298,,,
,233,671132215,,,,,,,-122.8436323,45.5192691,,,
,234,1378044702,crossing,,,,,,-122.843773,45.518283,,,
,235,362799658,traffic_signals,,signal,,,,-122.8438512,45.5181668,,,
,236,1378044607,crossing,,,,,,-122.8439278,45.5180571,,,
,237,38744900,,,,,,,-122.8444198,45.5173401,,,
,238,38744905,,,,,,,-122.8446725,45.516229,,,
,239,38744960,,,,,,,-122.818859,45.542688,,,
,240,38744963,turning_circle,,,,,,-122.8174911,45.5428237,,,
,241,38745220,,,,,,,-122.8003385,45.5278625,,,
,242,38745221,turning_circle,,,,,,-122.8003197,45.5287559,,,
,243,38745224,,,,,,,-122.8001933,45.5373177,,,
,244,38745328,,,,,,,-122.8322206,45.559096,,,
,245,38745330,,,,,,,-122.8328389,45.5588486,,,
,246,38745333,turning_circle,,,,,,-122.8341532,45.5587513,,,
,247,38745351,,,,,,,-122.8638849,45.5583059,,,
,248,38745360,,,,,,,-122.8636069,45.5597597,,,
,249,38745366,,,,,,,-122.8617682,45.5597215,,,
,250,38745368,,,,,,,-122.86162,45.5589737,,,
,251,38745531,,,,,,,-122.8299389,45.5586917,,,
,252,38745534,,,,,,,-122.8302788,45.5596803,,,
,253,38745578,traffic_signals,,signal,,,,-122.7997109,45.5269959,,,
,254,1227023187,crossing,,,,,,-122.799706,45.527082,,,
,255,792208388,,,,,,,-122.7996967,45.5278531,,,
,256,38745751,,,,,,,-122.8148762,45.5384305,,,
,257,38745752,,,,,,,-122.8139203,45.5384225,,,
,258,38745754,turning_circle,,,,,,-122.8126209,45.538355,,,
,259,38745960,,,,,,,-122.8551894,45.519775,,,
,260,38745962,,,,,,,-122.8551961,45.5194622,,,
,261,38746422,,,,,,,-122.8528139,45.5463743,,,
,262,38746423,turning_circle,,,,,,-122.8541595,45.5467769,,,
,263,38746655,,,,,,,-122.8451558,45.5626596,,,
,264,38746656,,,,,,,-122.8451537,45.5633065,,,
,265,355841468,crossing,,,,,,-122.8452068,45.5646784,,,
,266,38746658,,,,,,,-122.8452447,45.5648098,,,
,267,38746898,,,,,,,-122.8579885,45.5540563,,,
,268,38746906,turning_circle,,,,,,-122.8588897,45.55506,,,
,269,38747325,turning_circle,,,,,,-122.8372824,45.5319337,,,
,270,4830424148,,,,,,,-122.8373224,45.5319696,,,
,271,38747321,,,,,,,-122.8404083,45.5328054,,,
,272,38745604,,,,,,,-122.7994245,45.5384531,,,
,273,1228172935,,,,,,,-122.7983675,45.5385785,,,
,274,481832913,,,,,,,-122.7978775,45.5385811,,,
,275,8404134367,,,,,,,-122.79742,45.5385853,,,
,276,4234714147,,,,,,,-122.8055046,45.5396612,,,
,277,38747416,,,,,,,-122.8062154,45.5395979,,,
,278,8797058971,,,,,,,-122.8002799,45.5481828,,,
,279,38747492,,,,,,,-122.8002459,45.5470199,,,
,280,38747493,,,,,,,-122.8007445,45.5466893,,,
,281,7147937551,,,,,,,-122.8208347,45.5434258,,,
,282,38774863,,,,,,,-122.8209548,45.5433721,,,
,283,38747745,,,,,,,-122.8223558,45.5426412,,,
,284,1496630593,,,,,,,-122.8224892,45.5410767,,,
,285,38747754,,,,,,,-122.8226561,45.5409438,,,
,286,38747759,,,,,,,-122.8228059,45.539634,,,
,287,38747763,turning_circle,,,,,,-122.8237447,45.5396075,,,
,288,38747765,turning_circle,,,,,,-122.8218709,45.5396367,,,
,289,38747768,,,,,,,-122.8544846,45.5418731,,,
,290,411663090,,,,,,,-122.8527069,45.5415399,,,
,291,38747777,,,,,,,-122.8514187,45.5415436,,,
,292,38747779,,,,,,,-122.8501606,45.5419364,,,
,293,38747781,,,,,,,-122.849229,45.5422635,,,
,294,38747783,,,,,,,-122.8483545,45.5424943,,,
,295,38747785,,,,,,,-122.8474702,45.5425009,,,
,296,38747789,,,,,,,-122.8466188,45.5425157,,,
,297,4324619473,crossing,,,,,,-122.8463855,45.5425426,,,
,298,38747801,,,,,,,-122.8451744,45.5429917,,,
,299,38747811,,,,,,,-122.8432646,45.5441106,,,
,300,38747813,,,,,,,-122.8433635,45.5450686,,,
,301,1236774243,,,,,,,-122.8180927,45.5559263,,,
,302,7008302778,,,,,,,-122.8183349,45.5576285,,,
,303,4948384936,,,,,,,-122.8186447,45.5582221,,,
,304,38748125,,,,,,,-122.8186447,45.5584851,,,
,305,38748126,,,,,,,-122.8179806,45.5606236,,,
,306,38748129,,,,,,,-122.817921,45.5200065,,,
,307,38748130,,,,,,,-122.8178923,45.5207872,,,
,308,38748132,,,,,,,-122.8178629,45.5215967,,,
,309,38748135,,,,,,,-122.8148455,45.5294758,,,
,310,38748137,,,,,,,-122.8166622,45.5297922,,,
,311,38748140,,,,,,,-122.8176775,45.5331723,,,
,312,38748142,,,,,,,-122.8176915,45.5338576,,,
,313,38748229,,,,,,,-122.8411668,45.5373395,,,
,314,254364909,turning_circle,,,,,,-122.8413032,45.5368479,,,
,315,38748233,,,,,,,-122.8037833,45.5433454,,,
,316,38748243,,,,,,,-122.8053981,45.5433199,,,
,317,38748247,,,,,,,-122.8067891,45.5438561,,,
,318,9056066630,,,,,,,-122.8074265,45.5440416,,,
,319,38748255,,,,,,,-122.807625,45.5441602,,,
,320,38748272,,,,,,,-122.8105421,45.5446094,,,
,321,346524984,,,,,,,-122.8135239,45.5449899,,,
,322,346525034,,,,,,,-122.8146505,45.5449886,,,
,323,2095739020,,,,,,,-122.8156606,45.5449811,,,
,324,38748281,,,,,,,-122.8158142,45.5449799,,,
,325,38748307,turning_circle,,,,,,-122.8494432,45.5581535,,,
,326,38748309,,,,,,,-122.8491054,45.5581576,,,
,327,38748310,turning_circle,,,,,,-122.8482704,45.5581689,,,
,328,38748405,,,,,,,-122.8560604,45.5471317,,,
,329,38748408,,,,,,,-122.8568816,45.5472661,,,
,330,2463420992,,,,,,,-122.8578925,45.5474647,,,
,331,38748414,,,,,,,-122.8590842,45.5479812,,,
,332,38748420,,,,,,,-122.8598827,45.5477408,,,
,333,4258977499,,,,,,,-122.8608477,45.5471792,,,
,334,38748422,,,,,,,-122.8612157,45.5466874,,,
,335,38748560,,,,,,,-122.7964962,45.5421922,,,
,336,38748562,,,,,,,-122.796494,45.5427295,,,
,337,38770615,,,,,,,-122.8479929,45.5594064,,,
,338,38748568,,,,,,,-122.8474548,45.5596146,,,
,339,38748572,,,,,,,-122.8463988,45.5596296,,,
,340,38748574,,,,,,,-122.8441065,45.5596936,,,
,341,4821661079,,,,,,,-122.8059514,45.5235185,,,
,342,1786199256,,,,,,,-122.806021,45.5238212,,,
,343,1496803377,,,,,,,-122.8061416,45.5245125,,,
,344,1786199322,,,,,,,-122.8061881,45.5247627,,,
,345,1218288260,,,,,,,-122.8062066,45.524861,,,
,346,1216807535,,,,,,,-122.8068134,45.5284262,,,
,347,1000467422,,,,,,,-122.8068241,45.5286519,,,
,348,1496803534,,,,,,,-122.8068307,45.5287946,,,
,349,38748691,,,,,,,-122.8068503,45.5295137,,,
,350,38748692,,,,,,,-122.8068497,45.5298448,,,
,351,38748851,,,,,,,-122.8515509,45.5332344,,,
,352,3730123650,,,,,,,-122.8518022,45.5332966,,,
,353,3730123653,,,,,,,-122.8518535,45.5333093,,,
,354,3730123658,,,,,,,-122.8520243,45.5333515,,,
,355,3730123681,,,,,,,-122.8526376,45.5335033,,,
,356,3730123691,,,,,,,-122.8529597,45.5335829,,,
,357,3730123696,,,,,,,-122.853533,45.5336525,,,
,358,3730123695,,,,,,,-122.8536614,45.5336521,,,
,359,3730123694,,,,,,,-122.8540744,45.533651,,,
,360,817803345,,,,,,,-122.8546387,45.5336496,,,
,361,38748855,,,,,,,-122.8512309,45.533907,,,
,362,3730123642,,,,,,,-122.8515687,45.5331945,,,
,363,258017907,turning_circle,,,,,,-122.8518238,45.5323004,,,
,364,38748860,,,,,,,-122.8508814,45.558335,,,
,365,38748866,turning_circle,,,,,,-122.8501865,45.5588703,,,
,366,38748870,,,,,,,-122.8505883,45.5541091,,,
,367,38748872,turning_circle,,,,,,-122.85076,45.5537581,,,
,368,38749073,,,,,,,-122.8037108,45.5445534,,,
,369,38749077,turning_circle,,,,,,-122.8056034,45.5451413,,,
,370,38749263,,,,,,,-122.860774,45.5557398,,,
,371,38749274,,,,,,,-122.8615519,45.5539784,,,
,372,6785913556,,,,,,,-122.8630075,45.5540888,,,
,373,4944921152,,,,,,,-122.8630925,45.5541111,,,
,374,371010691,,,,,,,-122.8643485,45.5531155,,,
,375,38749284,,,,,,,-122.8662567,45.5532574,,,
,376,38749286,,,,,,,-122.8667961,45.5542969,,,
,377,2073803472,,,,,,,-122.866809,45.5547057,,,
,378,38749288,,,,,,,-122.8668148,45.5548174,,,
,379,38749292,,,,,,,-122.8654389,45.555807,,,
,380,38749294,,,,,,,-122.8639213,45.5555472,,,
,381,2074039349,,,,,,,-122.8634432,45.5555474,,,
,382,38749299,,,,,,,-122.8631312,45.5570942,,,
,383,38749497,,,,,,,-122.8244908,45.5351682,,,
,384,38749503,,,,,,,-122.8282134,45.5349199,,,
,385,38749511,,,,,,,-122.8294167,45.5342014,,,
,386,38750848,,,,,,,-122.790476,45.5313977,,,
,387,38750850,,,,,,,-122.7905338,45.5323373,,,
,388,38750895,,,,,,,-122.8588369,45.5451281,,,
,389,38750899,,,,,,,-122.8581096,45.5458251,,,
,390,38750903,,,,,,,-122.8577442,45.5467304,,,
,391,38751027,,,,,,,-122.7857727,45.5333828,,,
,392,38751028,turning_circle,,,,,,-122.7854503,45.533599,,,
,393,,,,,,,,-122.8576371,45.5158983,,,boundary node created by osm2gmns
,394,38751217,,,,,,,-122.8576262,45.5162334,,,
,395,5002336523,,,,,,,-122.8575838,45.5167946,,,
,396,38751218,,,,,,,-122.8575844,45.5170579,,,
,397,38751222,,,,,,,-122.8576965,45.5174645,,,
,398,5002335467,,,,,,,-122.8582956,45.5178857,,,
,399,38751224,,,,,,,-122.858742,45.5181995,,,
,400,38751227,,,,,,,-122.8593457,45.5182519,,,
,401,38751228,,,,,,,-122.8596345,45.5180535,,,
,402,5002335515,,,,,,,-122.8600957,45.5177347,,,
,403,38751229,stop,,,,,,-122.860387,45.5175436,,,
,404,9068712964,,,,,,,-122.8604878,45.5175011,,,
,405,38751230,,,,,,,-122.8610212,45.5174069,,,
,406,5002336539,,,,,,,-122.861342,45.517438,,,
,407,38751232,,,,,,,-122.861711,45.5175038,,,
,408,38751234,,,,,,,-122.8631402,45.5176613,,,
,409,5002336559,,,,,,,-122.8640637,45.5169327,,,
,410,3735400915,,,,,,,-122.8640655,45.5168993,,,
,411,38751238,,,,,,,-122.8638862,45.5165176,,,
,412,1556381856,,,,,,,-122.8637484,45.5162424,,,
,413,38751240,,,,,,,-122.8636305,45.515951,,,
,414,,,,,,,,-122.86361,45.5158983,,,boundary node created by osm2gmns
,415,38751264,,,,,,,-122.8474915,45.5432758,,,
,416,4236171319,,,,,,,-122.8289786,45.5437869,,,
,417,2463420954,,,,,,,-122.8291124,45.544215,,,
,418,8241211609,,,,,,,-122.8292861,45.544771,,,
,419,38751463,,,,,,,-122.8283108,45.5376372,,,
,420,38751465,turning_circle,,,,,,-122.8281293,45.5383472,,,
,421,38751468,,,,,,,-122.8278994,45.5596946,,,
,422,38751469,turning_circle,,,,,,-122.8278927,45.5600214,,,
,423,38751712,,,,,,,-122.8595905,45.5558599,,,
,424,38751714,,,,,,,-122.859327,45.5562433,,,
,425,38751716,,,,,,,-122.8591231,45.5567136,,,
,426,38751718,,,,,,,-122.8591172,45.5570493,,,
,427,1283627716,turning_circle,,,,,,-122.8590871,45.5576776,,,
,428,38744200,,,,,,,-122.8589018,45.5442875,,,
,429,38751818,,,,,,,-122.8564455,45.5197808,,,
,430,38751819,,,,,,,-122.8564541,45.519426,,,
,431,38752191,,,,,,,-122.8416001,45.5562942,,,
,432,4560919537,,,,,,,-122.8389396,45.5560981,,,
,433,6079633451,,,,,,,-122.8369853,45.556614,,,
,434,38752361,,,,,,,-122.8576242,45.5318124,,,
,435,1497800268,,,,,,,-122.857391,45.5318604,,,
,436,3730904622,,,,,,,-122.8572821,45.532005,,,
,437,38752366,,,,,,,-122.8573676,45.5327359,,,
,438,1497800330,,,,,,,-122.859305,45.5331765,,,
,439,,,,,,,,-122.8018802,45.5158983,,,boundary node created by osm2gmns
,440,38752731,turning_circle,,,,,,-122.8031462,45.5166137,,,
,441,38752826,,,,,,,-122.7764457,45.5314496,,,
,442,38752829,turning_circle,,,,,,-122.7751608,45.5319433,,,
,443,38752854,,,,,,,-122.8115931,45.5251434,,,
,444,8487336347,crossing,,,,,,-122.8116419,45.5250706,,,
,445,1496795041,,,,,,,-122.8110218,45.5247959,,,
,446,8487336346,crossing,,,,,,-122.8110004,45.5248886,,,
,447,848373455,,,,,,,-122.8109751,45.5249985,,,
,448,38752881,,,,,,,-122.8471636,45.5626343,,,
,449,38752883,,,,,,,-122.8471362,45.5633039,,,
,450,1435045404,,,,,,,-122.8471208,45.5635183,,,
,451,38753373,,,,,,,-122.8529568,45.5455662,,,
,452,4941193705,,,,,,,-122.8544146,45.5458604,,,
,453,38753375,,,,,,,-122.855453,45.5460699,,,
,454,38753377,,,,,,,-122.8560402,45.5461884,,,
,455,1693809641,,,,,,,-122.8363672,45.5379567,,,
,456,2390121874,,,,,,,-122.8367025,45.5379156,,,
,457,254365006,,,,,,,-122.837149,45.5377558,,,
,458,38753810,,,,,,,-122.8381647,45.5370569,,,
,459,38753812,,,,,,,-122.8389662,45.5366339,,,
,460,38753879,,,,,,,-122.843217,45.5595974,,,
,461,38753881,,,,,,,-122.8421777,45.5595982,,,
,462,38753883,,,,,,,-122.8402182,45.5595894,,,
,463,38753892,,,,,,,-122.8383073,45.5591916,,,
